site,age_ka,oxygen,delW,sea_level_m
1337 Kochha,18202.000,1.700,0.100,-6.160
1337 Kochha,18209.000,1.720,0.120,-7.420
1337 Kochha,18215.000,1.370,-0.230,14.220
1337 Kochha,18222.000,1.070,-0.530,32.840
1337 Kochha,18228.000,1.370,-0.230,13.990
1337 Kochha,18235.000,1.180,-0.420,25.720
1337 Kochha,18241.000,1.450,-0.150,9.150
1337 Kochha,18247.000,1.550,-0.050,2.860
1337 Kochha,18254.000,1.260,-0.330,20.300
1337 Kochha,18260.000,1.750,0.160,-10.050
1337 Kochha,18267.000,1.740,0.150,-9.100
1337 Kochha,18273.000,1.650,0.060,-3.820
1337 Kochha,18280.000,2.000,0.410,-25.260
1337 Kochha,18286.000,1.700,0.110,-6.820
1337 Kochha,18293.000,1.690,0.110,-6.600
1337 Kochha,18299.000,1.750,0.170,-10.370
1337 Kochha,18306.000,1.600,0.020,-1.300
1337 Kochha,18312.000,1.800,0.220,-13.690
1337 Kochha,18318.000,1.490,-0.080,4.990
1337 Kochha,18325.000,1.350,-0.220,13.610
1337 Kochha,18331.000,1.490,-0.080,4.900
1337 Kochha,18335.000,1.750,0.190,-11.670
1337 Kochha,18348.000,1.950,0.400,-24.490
1337 Kochha,18359.000,1.720,0.170,-10.540
1337 Kochha,18366.000,1.840,0.290,-17.860
1337 Kochha,18369.000,1.960,0.420,-25.720
1337 Kochha,18374.000,1.820,0.280,-17.210
1337 Kochha,18378.000,1.750,0.210,-13.040
1337 Kochha,18382.000,1.750,0.220,-13.430
1337 Kochha,18386.000,1.690,0.150,-9.390
1337 Kochha,18392.000,2.100,0.570,-35.260
1337 Kochha,18398.000,1.910,0.380,-23.470
1337 Kochha,18402.000,1.820,0.290,-18.080
1337 Kochha,18411.000,1.610,0.090,-5.580
1337 Kochha,18417.000,1.650,0.140,-8.400
1337 Kochha,18422.000,1.750,0.240,-14.690
1337 Kochha,18428.000,1.520,0.010,-0.900
1337 Kochha,18434.000,1.350,-0.150,9.440
1337 Kochha,18440.000,1.730,0.230,-14.180
1337 Kochha,18446.000,1.600,0.100,-6.430
1337 Kochha,18452.000,1.530,0.040,-2.360
1337 Kochha,18458.000,2.020,0.530,-32.570
1337 Kochha,18464.000,1.980,0.500,-30.530
1337 Kochha,18470.000,1.730,0.250,-15.390
1337 Kochha,18476.000,1.650,0.170,-10.520
1337 Kochha,18481.000,1.910,0.440,-26.840
1337 Kochha,18487.000,1.940,0.470,-28.680
1337 Kochha,18493.000,1.910,0.440,-27.200
1337 Kochha,18499.000,1.460,0.000,0.000
1337 Kochha,18505.000,1.720,0.260,-15.800
1337 Kochha,18511.000,1.820,0.360,-22.370
1337 Kochha,18517.000,1.730,0.280,-17.110
1337 Kochha,18523.000,1.330,-0.120,7.650
1337 Kochha,18527.000,1.560,0.110,-6.980
1337 Kochha,18532.000,1.530,0.080,-5.150
1337 Kochha,18536.000,1.660,0.210,-13.070
1337 Kochha,18540.000,1.570,0.130,-8.080
1337 Kochha,18545.000,1.560,0.120,-7.470
1337 Kochha,18549.000,1.740,0.300,-18.470
1337 Kochha,18553.000,1.780,0.340,-20.920
1337 Kochha,18558.000,1.750,0.310,-19.210
1337 Kochha,18562.000,1.890,0.460,-28.060
1337 Kochha,18565.000,1.640,0.210,-12.750
1337 Kochha,18571.000,1.610,0.180,-11.260
1337 Kochha,18575.000,1.590,0.160,-9.830
1337 Kochha,18579.000,1.430,0.010,-0.400
1337 Kochha,18584.000,1.490,0.060,-3.790
1337 Kochha,18588.000,1.390,-0.030,1.760
1337 Kochha,18592.000,1.780,0.360,-22.350
1337 Kochha,18597.000,1.800,0.380,-23.590
1337 Kochha,18601.000,1.770,0.350,-21.840
1337 Kochha,18605.000,1.650,0.230,-14.370
1337 Kochha,18610.000,1.790,0.380,-23.100
1337 Kochha,18614.000,1.760,0.340,-21.050
1337 Kochha,18618.000,1.850,0.440,-26.810
1337 Kochha,18623.000,1.830,0.420,-25.700
1337 Kochha,18627.000,1.540,0.130,-7.890
1337 Kochha,18631.000,1.650,0.240,-14.890
1337 Kochha,18636.000,1.780,0.370,-22.510
1337 Kochha,18640.000,1.730,0.320,-19.780
1337 Kochha,18644.000,1.490,0.080,-5.110
1337 Kochha,18649.000,1.500,0.100,-5.900
1337 Kochha,18653.000,1.620,0.210,-12.960
1337 Kochha,18657.000,1.690,0.290,-17.560
1337 Kochha,18660.000,1.630,0.220,-13.530
1337 Kochha,18666.000,1.430,0.020,-1.530
1337 Kochha,18670.000,1.550,0.140,-8.890
1337 Kochha,18675.000,1.510,0.100,-6.360
1337 Kochha,18679.000,1.250,-0.160,9.600
1337 Kochha,18683.000,1.360,-0.050,2.850
1337 Kochha,18688.000,1.940,0.530,-32.890
1337 Kochha,18692.000,1.720,0.320,-19.460
1337 Kochha,18696.000,1.720,0.320,-19.440
1337 Kochha,18701.000,1.790,0.390,-23.850
1337 Kochha,18705.000,1.790,0.390,-24.210
1337 Kochha,18709.000,1.750,0.350,-21.430
1337 Kochha,18714.000,1.330,-0.070,4.420
1337 Kochha,18718.000,1.200,-0.200,12.120
1337 Kochha,18724.000,1.260,-0.140,8.370
1337 Kochha,18730.000,1.310,-0.090,5.550
1337 Kochha,18736.000,1.650,0.250,-15.490
1337 Kochha,18742.000,1.120,-0.280,17.440
1337 Kochha,18748.000,1.920,0.520,-31.780
1337 Kochha,18754.000,1.390,-0.010,0.650
1337 Kochha,18760.000,1.340,-0.060,3.490
1337 Kochha,18766.000,1.390,-0.010,0.550
1337 Kochha,18772.000,1.490,0.090,-5.480
1337 Kochha,18778.000,1.270,-0.130,8.130
1337 Kochha,18784.000,1.480,0.080,-4.850
1337 Kochha,18790.000,1.580,0.180,-11.050
1337 Kochha,18796.000,1.260,-0.140,8.770
1337 Kochha,18802.000,1.350,-0.050,3.010
1337 Kochha,18808.000,1.530,0.130,-7.940
1337 Kochha,18814.000,1.590,0.180,-11.200
1337 Kochha,18819.000,1.380,-0.030,1.710
1337 Kochha,18825.000,1.490,0.080,-5.060
1337 Kochha,18831.000,1.230,-0.180,11.130
1337 Kochha,18837.000,1.440,0.030,-1.670
1337 Kochha,18842.000,1.590,0.180,-11.040
1337 Kochha,18847.000,2.010,0.600,-36.650
1337 Kochha,18853.000,1.620,0.210,-13.020
1337 Kochha,18858.000,1.640,0.230,-14.260
1337 Kochha,18863.000,1.400,-0.010,0.570
1337 Kochha,18868.000,1.420,0.010,-0.680
1337 Kochha,18874.000,1.700,0.280,-17.350
1337 Kochha,18879.000,1.760,0.350,-21.480
1337 Kochha,18883.000,1.850,0.440,-26.980
1337 Kochha,18888.000,1.810,0.400,-24.470
1337 Kochha,18894.000,1.800,0.380,-23.420
1337 Kochha,18899.000,1.790,0.370,-22.570
1337 Kochha,18904.000,1.750,0.330,-20.450
1337 Kochha,18909.000,1.620,0.200,-12.230
1337 Kochha,18915.000,1.640,0.210,-13.160
1337 Kochha,18920.000,1.660,0.230,-14.230
1337 Kochha,18925.000,1.640,0.210,-12.840
1337 Kochha,18930.000,1.790,0.360,-22.100
1337 Kochha,18936.000,1.700,0.270,-16.750
1337 Kochha,18941.000,1.870,0.440,-26.810
1337 Kochha,18946.000,1.770,0.340,-20.620
1337 Kochha,18951.000,1.780,0.340,-21.200
1337 Kochha,18957.000,1.730,0.290,-17.820
1337 Kochha,18962.000,1.620,0.180,-10.960
1337 Kochha,18967.000,1.670,0.230,-14.000
1337 Kochha,18972.000,1.520,0.080,-4.860
1337 Kochha,18978.000,1.490,0.050,-3.020
1337 Kochha,18983.000,1.390,-0.060,3.480
1337 Kochha,18988.000,1.570,0.120,-7.380
1337 Kochha,18993.000,1.760,0.310,-19.220
1337 Kochha,18999.000,1.840,0.390,-23.900
1337 Kochha,19004.000,1.930,0.480,-29.470
1337 Kochha,19009.000,1.760,0.300,-18.720
1337 Kochha,19014.000,1.930,0.480,-29.330
1337 Kochha,19020.000,1.770,0.310,-19.060
1337 Kochha,19025.000,1.670,0.210,-13.120
1337 Kochha,19030.000,1.620,0.160,-9.820
1337 Kochha,19035.000,1.430,-0.030,1.900
1337 Kochha,19039.000,1.590,0.130,-7.860
1337 Kochha,19043.000,1.670,0.210,-12.710
1337 Kochha,19046.000,1.730,0.270,-16.410
1337 Kochha,19050.000,1.880,0.410,-25.440
1337 Kochha,19053.000,1.880,0.410,-25.380
1337 Kochha,19057.000,2.130,0.660,-40.810
1337 Kochha,19061.000,2.100,0.630,-38.880
1337 Kochha,19064.000,2.100,0.630,-38.520
1337 Kochha,19068.000,1.760,0.290,-17.890
1337 Kochha,19071.000,1.800,0.330,-20.290
1337 Kochha,19075.000,1.670,0.200,-12.090
1337 Kochha,19079.000,1.790,0.320,-19.520
1337 Kochha,19081.000,1.790,0.320,-19.540
1337 Kochha,19086.000,1.810,0.330,-20.490
1337 Kochha,19090.000,1.680,0.200,-12.230
1337 Kochha,19093.000,1.760,0.280,-17.220
1337 Kochha,19097.000,1.680,0.200,-12.340
1337 Kochha,19100.000,1.670,0.190,-11.480
1337 Kochha,19104.000,1.600,0.120,-7.490
1337 Kochha,19108.000,1.610,0.120,-7.680
1337 Kochha,19111.000,1.580,0.100,-6.160
1337 Kochha,19115.000,1.540,0.060,-3.390
1337 Kochha,19118.000,2.080,0.590,-36.270
1337 Kochha,19122.000,1.830,0.350,-21.260
1337 Kochha,19126.000,1.670,0.190,-11.420
1337 Kochha,19129.000,1.710,0.230,-13.900
1337 Kochha,19133.000,1.640,0.150,-9.040
1337 Kochha,19136.000,1.630,0.140,-8.690
1337 Kochha,19140.000,1.540,0.050,-2.850
1337 Kochha,19144.000,1.430,-0.060,3.670
1337 Kochha,19147.000,1.660,0.160,-10.010
1337 Kochha,19151.000,1.570,0.070,-4.480
1337 Kochha,19154.000,1.570,0.080,-4.810
1337 Kochha,19158.000,1.390,-0.110,6.700
1337 Kochha,19162.000,1.750,0.250,-15.460
1337 Kochha,19166.000,1.750,0.260,-15.770
1337 Kochha,19170.000,2.070,0.570,-34.980
1337 Kochha,19174.000,1.520,0.020,-1.140
1337 Kochha,19178.000,1.840,0.340,-21.140
1337 Kochha,19182.000,1.480,-0.020,1.500
1337 Kochha,19186.000,1.760,0.260,-16.170
1337 Kochha,19190.000,1.550,0.040,-2.630
1337 Kochha,19193.000,1.610,0.110,-6.470
1337 Kochha,19197.000,1.530,0.020,-1.490
1337 Kochha,19201.000,1.490,-0.010,0.840
1337 Kochha,19205.000,1.650,0.140,-8.720
1337 Kochha,19209.000,1.740,0.230,-14.220
1337 Kochha,19213.000,1.750,0.250,-15.230
1337 Kochha,19217.000,1.970,0.460,-28.550
1337 Kochha,19221.000,1.910,0.400,-24.450
1337 Kochha,19225.000,1.940,0.430,-26.260
1337 Kochha,19229.000,1.820,0.310,-19.030
1337 Kochha,19233.000,1.090,-0.420,26.120
1337 Kochha,19237.000,1.670,0.160,-9.720
1337 Kochha,19241.000,1.290,-0.220,13.630
1337 Kochha,19245.000,1.450,-0.060,3.580
1337 Kochha,19249.000,1.680,0.170,-10.540
1337 Kochha,19252.000,1.670,0.150,-9.530
1337 Kochha,19256.000,1.690,0.180,-11.150
1337 Kochha,19260.000,1.640,0.130,-8.040
1337 Kochha,19264.000,1.640,0.130,-7.760
1337 Kochha,19268.000,1.640,0.120,-7.660
1337 Kochha,19272.000,1.810,0.290,-17.960
1337 Kochha,19276.000,1.510,0.000,0.170
1337 Kochha,19280.000,1.470,-0.040,2.730
1337 Kochha,19284.000,1.610,0.090,-5.730
1337 Kochha,19288.000,1.640,0.120,-7.290
1337 Kochha,19292.000,1.500,-0.020,1.420
1337 Kochha,19296.000,1.550,0.030,-2.050
1337 Kochha,19300.000,1.610,0.090,-5.590
1337 Kochha,19303.000,1.740,0.220,-13.770
1337 Kochha,19307.000,1.860,0.340,-21.150
1337 Kochha,19311.000,1.730,0.210,-12.910
1337 Kochha,19315.000,1.430,-0.090,5.250
1337 Kochha,19319.000,1.540,0.020,-1.030
1337 Kochha,19323.000,1.680,0.160,-9.830
1337 Kochha,19327.000,1.480,-0.040,2.660
1337 Kochha,19331.000,1.800,0.280,-17.400
1337 Kochha,19335.000,1.790,0.270,-16.350
1337 Kochha,19339.000,1.830,0.310,-19.000
1337 Kochha,19343.000,1.880,0.360,-21.890
1337 Kochha,19347.000,1.800,0.280,-17.280
1337 Kochha,19350.000,2.080,0.560,-34.450
1337 Kochha,19354.000,1.880,0.360,-22.390
1337 Kochha,19358.000,1.990,0.470,-29.150
1337 Kochha,19362.000,2.020,0.500,-30.750
1337 Kochha,19366.000,2.010,0.490,-30.140
1337 Kochha,19370.000,1.650,0.130,-7.740
1337 Kochha,19381.000,2.300,0.780,-48.290
1337 Kochha,19385.000,1.980,0.460,-28.110
1337 Kochha,19389.000,1.810,0.290,-18.020
1337 Kochha,19393.000,1.830,0.310,-19.310
1337 Kochha,19397.000,2.000,0.480,-29.710
1337 Kochha,19401.000,2.070,0.550,-34.150
1337 Kochha,19405.000,2.010,0.490,-30.180
1337 Kochha,19409.000,2.080,0.560,-34.520
1337 Kochha,19413.000,2.620,1.110,-68.020
1337 Kochha,19417.000,1.960,0.440,-27.130
1337 Kochha,19421.000,2.080,0.560,-34.550
1337 Kochha,19425.000,1.910,0.390,-24.060
1337 Kochha,19429.000,1.830,0.310,-19.350
1337 Kochha,19432.000,1.950,0.430,-26.510
1337 Kochha,19437.000,2.180,0.660,-40.890
1337 Kochha,19440.000,1.920,0.410,-24.970
1337 Kochha,19444.000,2.050,0.530,-32.880
1337 Kochha,19448.000,2.180,0.660,-40.910
1337 Kochha,19452.000,2.230,0.720,-44.270
1337 Kochha,19456.000,1.960,0.440,-27.310
1337 Kochha,19460.000,1.950,0.440,-27.100
1337 Kochha,19464.000,1.790,0.280,-17.220
1337 Kochha,19468.000,2.150,0.640,-39.160
1337 Kochha,19472.000,2.100,0.580,-35.990
1337 Kochha,19476.000,2.030,0.520,-31.840
1337 Kochha,19480.000,2.090,0.580,-35.680
1337 Kochha,19483.000,2.070,0.560,-34.470
1337 Kochha,19487.000,2.030,0.520,-32.170
1337 Kochha,19491.000,1.980,0.470,-29.180
1337 Kochha,19495.000,1.930,0.420,-26.010
1337 Kochha,19499.000,1.920,0.410,-25.250
1337 Kochha,19503.000,1.900,0.390,-24.100
1337 Kochha,19507.000,2.030,0.530,-32.440
1337 Kochha,19511.000,1.950,0.440,-27.290
1337 Kochha,19515.000,2.110,0.610,-37.410
1337 Kochha,19519.000,2.080,0.580,-35.410
1337 Kochha,19523.000,1.840,0.340,-20.790
1337 Kochha,19527.000,1.770,0.260,-16.260
1337 Kochha,19531.000,1.670,0.170,-10.440
1337 Kochha,19534.000,1.780,0.270,-16.800
1337 Kochha,19543.000,1.520,0.010,-0.850
1337 Kochha,19547.000,1.660,0.160,-9.990
1337 Kochha,19551.000,1.420,-0.080,4.820
1337 Kochha,19554.000,1.220,-0.280,17.540
1337 Kochha,19558.000,1.160,-0.340,21.200
1337 Kochha,19561.000,1.310,-0.190,11.950
1337 Kochha,19564.000,1.410,-0.090,5.290
1337 Kochha,19566.000,1.830,0.330,-20.260
1337 Kochha,19569.000,1.710,0.210,-12.840
1337 Kochha,19571.000,1.790,0.290,-17.840
1337 Kochha,19574.000,1.700,0.200,-12.320
1337 Kochha,19577.000,1.530,0.040,-2.180
1337 Kochha,19582.000,1.850,0.350,-21.540
1337 Kochha,19585.000,1.640,0.140,-8.820
1337 Kochha,19587.000,1.610,0.120,-7.110
1337 Kochha,19590.000,1.620,0.120,-7.500
1337 Kochha,19592.000,1.670,0.170,-10.340
1337 Kochha,19595.000,1.850,0.360,-21.930
1337 Kochha,19598.000,2.030,0.540,-32.960
1337 Kochha,19600.000,1.730,0.240,-14.580
1337 Kochha,19603.000,1.980,0.480,-29.760
1337 Kochha,19605.000,1.950,0.450,-27.600
1337 Kochha,19608.000,1.940,0.440,-27.160
1337 Kochha,19611.000,1.910,0.410,-25.490
1337 Kochha,19613.000,1.890,0.390,-23.880
1337 Kochha,19616.000,1.780,0.280,-17.100
1337 Kochha,19619.000,1.810,0.310,-19.360
1337 Kochha,19621.000,1.760,0.260,-16.030
1337 Kochha,19624.000,1.750,0.250,-15.280
1337 Kochha,19626.000,1.420,-0.080,4.790
1337 Kochha,19629.000,1.360,-0.140,8.740
1337 Kochha,19632.000,1.230,-0.270,16.620
1337 Kochha,19636.000,1.340,-0.160,9.930
1337 Kochha,19640.000,1.390,-0.110,6.990
1337 Kochha,19644.000,1.290,-0.210,12.920
1337 Kochha,19648.000,1.360,-0.140,8.630
1337 Kochha,19652.000,1.830,0.330,-20.340
1337 Kochha,19656.000,1.790,0.290,-17.930
1337 Kochha,19660.000,1.590,0.090,-5.420
1337 Kochha,19664.000,1.570,0.060,-3.990
1337 Kochha,19668.000,1.360,-0.140,8.760
1337 Kochha,19672.000,1.310,-0.200,12.040
1337 Kochha,19676.000,1.470,-0.030,1.900
1337 Kochha,19680.000,1.220,-0.280,17.060
1337 Kochha,19684.000,1.710,0.200,-12.590
1337 Kochha,19688.000,1.830,0.330,-20.140
1337 Kochha,19692.000,1.700,0.200,-12.000
1337 Kochha,19696.000,1.620,0.120,-7.250
1337 Kochha,19700.000,1.370,-0.130,8.150
1337 Kochha,19704.000,1.920,0.420,-25.630
1337 Kochha,19709.000,2.000,0.490,-30.280
1337 Kochha,19713.000,1.660,0.160,-9.660
1337 Kochha,19717.000,1.820,0.320,-19.500
1337 Kochha,19720.000,1.520,0.010,-0.440
1337 Kochha,19724.000,1.600,0.090,-5.420
1337 Kochha,19728.000,1.580,0.070,-4.240
1337 Kochha,19732.000,1.710,0.200,-12.420
1337 Kochha,19736.000,1.690,0.170,-10.750
1337 Kochha,19741.000,1.550,0.030,-1.990
1337 Kochha,19745.000,1.600,0.090,-5.310
1337 Kochha,19749.000,1.340,-0.170,10.760
1337 Kochha,19753.000,1.390,-0.130,8.120
1337 Kochha,19757.000,1.180,-0.330,20.550
1337 Kochha,19761.000,1.100,-0.420,26.100
1337 Kochha,19765.000,1.090,-0.430,26.410
1337 Kochha,19768.000,1.540,0.020,-1.050
1337 Kochha,19771.000,1.780,0.260,-15.950
1337 Kochha,19774.000,2.350,0.820,-50.610
1337 Kochha,19777.000,2.270,0.740,-45.760
1337 Kochha,19780.000,1.840,0.320,-19.550
1337 Kochha,19783.000,1.830,0.300,-18.760
1337 Kochha,19786.000,1.850,0.320,-19.640
1337 Kochha,19789.000,2.090,0.560,-34.350
1337 Kochha,19792.000,2.080,0.560,-34.180
1337 Kochha,19795.000,2.050,0.520,-32.100
1337 Kochha,19798.000,2.040,0.510,-31.500
1337 Kochha,19801.000,1.950,0.410,-25.530
1337 Kochha,19804.000,1.910,0.380,-23.110
1337 Kochha,19807.000,2.030,0.490,-30.360
1337 Kochha,19810.000,2.170,0.630,-38.960
1337 Kochha,19813.000,2.070,0.540,-33.030
1337 Kochha,19816.000,2.050,0.520,-31.720
1337 Kochha,19819.000,2.240,0.710,-43.460
1337 Kochha,19822.000,2.140,0.600,-36.920
1337 Kochha,19825.000,2.180,0.640,-39.550
1337 Kochha,19829.000,2.280,0.740,-45.600
1337 Kochha,19832.000,2.120,0.570,-35.370
1337 Kochha,19835.000,2.230,0.680,-42.000
1337 Kochha,19838.000,2.000,0.450,-27.650
1337 Kochha,19841.000,1.630,0.080,-5.110
1337 Kochha,19844.000,1.930,0.380,-23.310
1337 Kochha,19848.000,1.940,0.390,-24.130
1337 Kochha,19851.000,1.830,0.280,-16.970
1337 Kochha,19855.000,1.750,0.200,-12.380
1337 Kochha,19858.000,1.740,0.180,-11.190
1337 Kochha,19862.000,1.530,-0.030,1.590
1337 Kochha,19866.000,1.680,0.120,-7.360
1337 Kochha,19870.000,1.770,0.210,-12.850
1337 Kochha,19873.000,1.980,0.420,-25.570
1337 Kochha,19877.000,1.970,0.410,-25.350
1337 Kochha,19880.000,1.960,0.400,-24.350
1337 Kochha,19884.000,2.070,0.500,-30.830
1337 Kochha,19888.000,2.030,0.470,-28.690
1337 Kochha,19891.000,2.100,0.530,-32.490
1337 Kochha,19895.000,1.890,0.320,-19.840
1337 Kochha,19899.000,1.910,0.340,-20.900
1337 Kochha,19902.000,1.760,0.180,-11.340
1337 Kochha,19906.000,1.790,0.220,-13.310
1337 Kochha,19909.000,1.940,0.370,-22.500
1337 Kochha,19913.000,1.820,0.240,-14.930
1337 Kochha,19917.000,1.760,0.180,-10.810
1337 Kochha,19920.000,1.560,-0.020,1.220
1337 Kochha,19924.000,1.740,0.160,-9.670
1337 Kochha,19927.000,1.560,-0.030,1.870
1337 Kochha,19931.000,1.480,-0.110,6.490
1337 Kochha,19935.000,1.480,-0.110,6.670
1337 Kochha,19938.000,1.820,0.220,-13.790
1337 Kochha,19942.000,1.820,0.230,-13.970
1337 Kochha,19945.000,1.530,-0.060,3.840
1337 Kochha,19949.000,1.670,0.080,-4.710
1337 Kochha,19952.000,1.690,0.090,-5.480
1337 Kochha,19956.000,1.510,-0.090,5.420
1337 Kochha,19959.000,1.520,-0.080,4.950
1337 Kochha,19963.000,1.790,0.180,-11.230
1337 Kochha,19966.000,1.860,0.260,-15.810
1337 Kochha,19970.000,1.660,0.060,-3.500
1337 Kochha,19973.000,1.610,0.000,-0.150
1337 Kochha,19977.000,1.840,0.230,-13.990
1337 Kochha,19980.000,1.580,-0.030,1.790
1337 Kochha,19984.000,1.800,0.180,-11.380
1337 Kochha,19987.000,2.110,0.500,-30.550
1337 Kochha,19991.000,1.850,0.230,-14.300
1337 Kochha,19994.000,1.860,0.240,-15.070
1337 Kochha,19998.000,1.610,-0.010,0.690
1337 Kochha,20001.000,1.630,0.010,-0.460
1337 Kochha,20005.000,1.360,-0.260,16.130
1337 Kochha,20008.000,1.420,-0.210,12.640
1337 Kochha,20011.000,1.510,-0.110,6.990
1337 Kochha,20015.000,1.750,0.120,-7.680
1337 Kochha,20018.000,1.530,-0.100,5.930
1337 Kochha,20022.000,1.410,-0.220,13.780
1337 Kochha,20025.000,1.480,-0.160,9.550
1337 Kochha,20029.000,1.360,-0.270,16.910
1337 Kochha,20032.000,1.160,-0.470,29.110
1218 Palike,20175.000,1.990,0.240,-14.610
1218 Palike,20273.000,1.450,-0.320,19.610
1218 Palike,20357.000,1.670,-0.090,5.840
1218 Palike,20362.000,1.620,-0.140,8.870
1218 Palike,20436.000,1.570,-0.180,10.860
1218 Palike,20439.000,1.910,0.160,-10.120
1218 Palike,20508.000,2.380,0.660,-40.630
1218 Palike,20570.000,2.330,0.640,-39.390
1218 Palike,20636.000,2.360,0.700,-43.060
1218 Palike,20708.000,1.760,0.130,-7.930
1218 Palike,20797.000,1.940,0.330,-20.500
1218 Palike,20864.000,1.430,-0.170,10.340
1218 Palike,20909.000,2.480,0.890,-54.560
1218 Palike,20925.000,1.980,0.390,-23.790
1218 Palike,20970.000,1.950,0.360,-21.940
1218 Palike,20986.000,1.870,0.280,-17.020
1218 Palike,21031.000,1.870,0.270,-16.700
1218 Palike,21089.000,1.710,0.100,-6.250
1218 Palike,21096.000,1.720,0.110,-6.800
1218 Palike,21173.000,1.840,0.220,-13.480
1218 Palike,21216.000,1.590,-0.030,2.130
1218 Palike,21260.000,1.890,0.270,-16.390
1218 Palike,21304.000,2.030,0.410,-25.110
1218 Palike,21348.000,1.590,-0.020,1.400
1218 Palike,21392.000,1.940,0.340,-20.710
1218 Palike,21438.000,1.770,0.180,-11.330
1218 Palike,21554.000,1.020,-0.520,31.750
1218 Palike,21557.000,1.260,-0.270,16.900
1218 Palike,21563.000,1.170,-0.360,22.280
1218 Palike,21567.000,1.450,-0.080,4.940
1218 Palike,21572.000,1.360,-0.170,10.340
1218 Palike,21576.000,1.260,-0.270,16.390
1218 Palike,21581.000,1.250,-0.270,16.870
1218 Palike,21585.000,1.290,-0.230,14.300
1218 Palike,21589.000,0.830,-0.690,42.500
1218 Palike,21594.000,1.480,-0.040,2.360
1218 Palike,21598.000,1.260,-0.260,15.790
1218 Palike,21601.000,0.970,-0.550,33.570
1218 Palike,21603.000,1.250,-0.260,16.310
1218 Palike,21607.000,1.920,0.410,-24.990
1218 Palike,21611.000,0.760,-0.750,46.330
1218 Palike,21616.000,1.170,-0.340,21.030
1218 Palike,21620.000,1.700,0.190,-11.650
1218 Palike,21629.000,0.660,-0.850,52.210
1218 Palike,21633.000,2.240,0.730,-45.080
1218 Palike,21638.000,1.840,0.330,-20.550
1218 Palike,21642.000,1.720,0.210,-13.220
1218 Palike,21645.000,1.420,-0.080,5.190
1218 Palike,21645.000,1.420,-0.080,5.190
1218 Palike,21647.000,1.200,-0.300,18.700
1218 Palike,21651.000,1.320,-0.180,11.250
1218 Palike,21656.000,1.430,-0.070,4.410
1218 Palike,21660.000,1.380,-0.120,7.420
1218 Palike,21664.000,1.300,-0.200,12.280
1218 Palike,21669.000,1.480,-0.020,1.130
1218 Palike,21673.000,1.690,0.190,-11.860
1218 Palike,21679.000,1.470,-0.030,1.590
1218 Palike,21682.000,1.470,-0.030,1.540
1218 Palike,21686.000,1.490,0.000,0.250
1218 Palike,21689.000,1.370,-0.120,7.590
1218 Palike,21691.000,1.110,-0.380,23.560
1218 Palike,21695.000,1.390,-0.100,6.260
1218 Palike,21700.000,1.470,-0.020,1.260
1218 Palike,21704.000,1.250,-0.240,14.780
1218 Palike,21709.000,1.600,0.110,-6.770
1218 Palike,21713.000,1.590,0.100,-6.170
1218 Palike,21717.000,1.640,0.150,-9.270
1218 Palike,21722.000,1.420,-0.070,4.250
1218 Palike,21726.000,1.240,-0.250,15.310
1218 Palike,21731.000,0.970,-0.520,31.910
1218 Palike,21735.000,2.030,0.540,-33.340
1218 Palike,21739.000,1.150,-0.340,20.800
1218 Palike,21744.000,1.410,-0.080,4.780
1218 Palike,21749.000,1.170,-0.320,19.530
1218 Palike,21753.000,1.390,-0.100,5.980
1218 Palike,21758.000,1.440,-0.050,2.880
1218 Palike,21763.000,1.450,-0.040,2.250
1218 Palike,21767.000,1.110,-0.380,23.160
1218 Palike,21772.000,1.660,0.170,-10.710
1218 Palike,21777.000,1.130,-0.360,21.890
1218 Palike,21779.000,1.450,-0.040,2.190
1218 Palike,21781.000,1.360,-0.130,7.720
1218 Palike,21786.000,1.850,0.360,-22.460
1218 Palike,21791.000,1.290,-0.190,11.990
1218 Palike,21797.000,1.440,-0.040,2.730
1218 Palike,21802.000,1.450,-0.030,2.110
1218 Palike,21807.000,1.240,-0.240,15.040
1218 Palike,21813.000,1.660,0.180,-10.800
1218 Palike,21818.000,1.340,-0.140,8.900
1218 Palike,21823.000,1.520,0.040,-2.170
1218 Palike,21828.000,1.390,-0.090,5.830
